timestamp,object_id,vehicle_type,direction,region_class,suffix,kana,city
2025-09-17 13:25:25,01(70-50),car,in,世田谷310,70-50,ふ,世田谷
2025-09-17 13:26:25,01(21-39),car,in,大阪551,21-39,,大阪
2025-09-17 13:27:01,01(21-39),car,in,大阪551,21-39,,大阪
2025-09-17 13:33:04,01(70-50),car,in,世田谷310,70-50,ふ,世田谷
2025-09-17 13:37:43,01(87-81),car,in,兵庫504,87-81,ち,兵庫
