timestamp,object_id,vehicle_type,direction,region_class,suffix,kana,city
2025-09-14 20:30:27,01(21-39),car,in,大版551,21-39,,大版
2025-09-14 20:42:50,01(21-39),car,in,大版551,21-39,,大版
2025-09-14 20:43:14,01(21-39),car,in,大551,21-39,,大
2025-09-14 21:10:33,01(21-39),car,in,大版551,21-39,,大版
2025-09-14 21:11:15,01(21-39),car,in,大版551,21-39,,大版
2025-09-14 21:12:15,01(21-39),car,in,大版551,21-39,,大版
