timestamp,object_id,vehicle_type,direction,region_class,suffix,kana,city
2025-09-16 09:36:10,01(21-39),car,in,大阪551,21-39,,大阪
2025-09-16 09:37:23,01(21-39),car,in,大版551,21-39,,大版
2025-09-16 09:37:53,01(21-39),car,in,大版551,21-39,,大版
2025-09-16 09:58:55,01(70-50),car,in,世田谷310,70-50,,世田谷
2025-09-16 10:26:42,01(21-39),car,in,大版551,21-39,,大版
2025-09-16 10:34:52,01(21-39),car,in,大贩551,21-39,,大贩
