timestamp,object_id,vehicle_type,direction,city,engine_size,kana,four-digit number
2025-10-10 14:34:24,01,car,in,世田谷,310,ふ,70-50
2025-10-10 14:40:34,02,car,in,横浜,331,や,28-50
