timestamp,object_id,vehicle_type,direction,region_class,suffix,kana,city
2025-09-09 15:20:09,01,car,in,,,,
2025-09-09 15:30:22,01,car,in,世田谷70,,ふ,世田谷
2025-09-09 15:38:29,01,car,in,世田谷70,,ふ,世田谷
