timestamp,object_id,vehicle_type,direction,city,kana
2025-09-01 10:46:28,100,car,in,,
2025-09-01 10:46:28,101,car,in,,
2025-09-01 10:46:30,102,car,in,,
2025-09-01 10:46:35,103,car,in,,
2025-09-01 10:46:40,104,car,in,,
2025-09-01 10:46:45,105,car,in,,
2025-09-01 10:46:46,106,car,in,,
2025-09-01 14:34:52,116,car,out,,
