timestamp,object_id,vehicle_type,direction,city,kana
2025-09-02 13:01:25,01,car,in,,
2025-09-02 13:03:18,01,car,in,,
2025-09-02 13:06:19,01,car,in,,
2025-09-02 13:09:55,01,car,in,,
2025-09-02 13:53:11,01,car,in,,
2025-09-02 14:20:22,01,car,in,,
2025-09-02 14:41:58,01,car,in,,
