timestamp,object_id,vehicle_type,direction,region_class,suffix,kana,city
2025-10-07 10:08:40,01,car,in,,,,
2025-10-07 14:43:12,01(70-50),car,in,世田谷310,70-50,ふ,世田谷
2025-10-07 14:44:19,01(21-39),car,in,大阪551,21-39,,大阪
2025-10-07 14:44:57,01(88-08),car,in,千葉33,88-08,,千葉
2025-10-07 14:47:13,01(96-29),car,in,奈良300,96-29,,奈良
2025-10-07 15:46:16,01(70-50),car,in,世田谷310,70-50,ふ,世田谷
